Video Show,Show year,Location,Key Execs,Key Board Members,Key Advisory Board Members,Key Investors,Key Partnerships,Key Customers,Company Details,Company Profile,Product Distribution Strategy,Contacts,Url,Logo,Logo URL,Embed Code,Thumbnail
PayPal & Braintree,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://developer.paypal.com"" target=""_blank"">developer.paypal.com</a><br>
                  <strong>Blog: </strong><a href=""http://devblog.paypal.com"" target=""_blank"">devblog.paypal.com</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/PayPalDev"" target=""_blank"">@PayPalDev</a><strong><br>
                  Presenter:</strong> Justin Woo (Developer Evangelist)</p>
                ","                    The  PayPal / Braintree Developer program is the face of technology innovation for  the companies. Using an open source technology stack foundation, we are  constructing new breeds of payment platforms, API standards, and identity  systems to support the next generation of disruptive technology.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>The Future of Payment Identity</strong><br>In this  session, we explored how new identification techniques around wearables,  biometrics, and mobile are vastly changing the payment space.</p>                    <p><span class=""title2"">Workshop</span></p>                    <p><strong>Making Payments Fun</strong><br>Whoever said payments were complicated/boring? This is a quick  introduction into the world of online payments and how to make it fun and  enjoyable for your customer. Whether it be on your smartphone or website, we've  showed you how you can get setup and accept payments quickly.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/paypal.html,http://finovate.com/findevrsf14vid/logos/PayPal.jpg,http://developer.paypal.com/,//fast.wistia.net/embed/iframe/y5r0p6kn2b,http://embed.wistia.com/deliveries/0dd7fdb3c7608e590a22c8a3f7df6dcb7742ff93.jpg
MasterCard,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://developer.mastercard.com"" target=""_blank"">developer.mastercard.com</a><br>
                  <strong>Blog: </strong><a href=""http://developer.mastercard.com/portal/display/blogs/Community"" target=""_blank"">developer.mastercard.com/portal/display/blogs/Community</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/MasterCardDev"" target=""_blank"">@MasterCardDev</a><br>
                  <strong>Presenter:</strong> Mario Shiliashki (SVP, US Emerging Payments Lead)<br>
              </p>
                ","                    MasterCard (NYSE: MA),  www.mastercard.com, is a technology company in the global payments industry. We  operate the world’s fastest payments processing network, connecting consumers,  financial institutions, merchants, governments and businesses in more than 210  countries and territories. MasterCard’s products and solutions make everyday  commerce activities easier, more secure and more efficient for everyone.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Open  for Business and Beyond – MasterCard Developer Zone </strong><br>                      Discover how  MasterCard has become a technology company and is sharing its resources with  developers.</p>                    <p><span class=""title2"">Workshops</span></p>                    <p><strong>MasterCard  Developer Zone: Under the Hood – Building a Developer Product and Program </strong><br>Learn how MasterCard,  one of the most successful technology companies in the world, is building a  global developer platform and program.</p>                    <p><strong>MasterCard  Developer Zone: Selecting The Right APIs and Driving Innovation </strong><br>                      Designing a product using  APIs should not be complex or mysterious. In  this session, we looked at the  technology powering MasterCard Developer Zone and how to use it to create the  next Big Thing.</p>                    <p><strong>A  Big Company in a Startup World: How MasterCard Leads Internal and External  Innovation</strong><br>                      New products and  cutting-edge technology don't just come from startups. Learn  some of the ways MasterCard is supporting innovation and launching products on a global  scale.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/mastercard.html,http://finovate.com/findevrsf14vid/logos/mastercard-developers.jpg,http://developer.mastercard.com/,//fast.wistia.net/embed/iframe/8zovyzzizc,http://embed.wistia.com/deliveries/254281e63356c5d697cca969b235857eab830b49.jpg
Plaid,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://plaid.com"" target=""_blank"">plaid.com</a><strong><br>
                  Presenter:</strong> Zach Perret (CEO &amp;  Co-Founder)</p>
                ","                    Plaid powers financial technology  applications. Using our API, developers can leverage the data and  infrastructure of user bank accounts in a fast and secure manner.                      <p><span class=""title2"">Presentation</span></p>                    <p><strong>Plaid:  API for Financial Infrastructure</strong><br>Learn all about Plaid, the  problems we’re solving, and the companies we power.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/plaid.html,http://finovate.com/findevrsf14vid/logos/PlaidLogo.jpg,http://plaid.com/,//fast.wistia.net/embed/iframe/f3dxy4thfj,http://embed.wistia.com/deliveries/f9d8855c6a617dd9793ae80723e44f69b4786873.jpg
Kiind,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://kiind.me"" target=""_blank"">kiind.me</a><br>
                  <strong>Blog: </strong><a href=""http://blog.kiind.me"" target=""_blank"">blog.kiind.me</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/kiind"" target=""_blank"">@kiind</a><strong><br>
                  Presenter:</strong> Leif Baradoy (CEO &amp; Founder)</p>
                ","                    Kiind helps businesses  reward their employees and customers with gift cards. With Kiind, you can  easily send personalized offers to multiple contacts, and Kiind's technology  allows you to defer when you pay for rewards and gifts, thereby saving you  money.                      <p><span class=""title2"">Presentation</span></p>                    <p><strong>Making  Gifting Easy</strong><br>We touched on Kiind's API  and where it is headed as well as our marketplace.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/kiind.html,http://finovate.com/findevrsf14vid/logos/kiind.jpg,http://kiind.me/,//fast.wistia.net/embed/iframe/uz4h75bhfn,http://embed.wistia.com/deliveries/ba7289c218f592de765cc74ee3f8be5508f089ba.jpg
Personal Capital,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://personalcapital.com"" target=""_blank"">personalcapital.com</a><br>
                  <strong>Blog: </strong><a href=""http://techblog.personalcapital.com"" target=""_blank"">techblog.personalcapital.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/personalcapital"" target=""_blank"">@personalcapital</a><strong><br>
                  Presenters:</strong> Fritz Robbins (CTO), Ehsan  Lavassani (VP, Engineering)</p>
                ","                    Personal Capital helps people live better financial lives with  technology-enabled advisory services as well as free financial software and  educational content. Their award-winning apps enable you to effortlessly view  your entire financial life in one place. Personal Capital brings to everyone  wealth management that previously only the wealthiest could afford.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>The Art of Data Aggregation</strong><br>This presentation is for developers and engineers who build  applications on top of data gathered from multiple sources. The objective of our data aggregation platform  is to model (and report) a user’s complete financial life.</p>                    <p>We share the three key architectural principles that have made this  platform possible:</p>                    <ul type=""disc"">                      <li>Owning the aggregated data to improve       quality</li>                      <li>Synthesizing data and developing machine       learning intelligence to obtain unique insights</li>                      <li>Developing  APIs that hide data complexities to drive efficient UI development</li>                    </ul>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/personalcapital.html,http://finovate.com/findevrsf14vid/logos/personalCapital.jpg,http://personalcapital.com/,//fast.wistia.net/embed/iframe/f94fu66zy9,http://embed.wistia.com/deliveries/212575ebbc31c0c20009db9b4b9aa17ceb687d2c.jpg
Sekur Me,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://sekur.me"" target=""_blank"">sekur.me</a><strong><br>
                    Twitter: </strong><a href=""http://twitter.com/sekurme"" target=""_blank"">@sekurme</a><strong><br>
                    Presenter:</strong> Jack Bicer (CEO)</p>
                ","                    Sekur.me eliminates user IDs and passwords  securely by turning your phone into your digital identity. It also brings the  convenience of Single-Click eCommerce purchases to smartphones, where tiny  keyboards make it hard to type. Checkout and pay in 9 seconds.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Want  to be secure? Eliminate passwords!</strong><br>If you don’t have a  password, it cannot be stolen. See a live demo of a patented disruptive  technology taking security to the next level, while making login safer and simpler.  And see how it can be used to secure payments and reduce shopping cart  abandonment for eCommerce and mCommerce.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/sekur.html,http://finovate.com/findevrsf14vid/logos/SekurMe.jpg,http://sekur.me/,//fast.wistia.net/embed/iframe/c0nyepw7lx,http://embed.wistia.com/deliveries/875c6e29dfd2fb785531d2f082e0ba80ab5900c5.jpg
Morpheus Aiolos,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://agregadorfinanciero.com"" target=""_blank"">agregadorfinanciero.com</a><strong><br>
                  Presenter:</strong> Jessica Stapleton (Spokeswoman)</p>
                ","                    We are a company based in Spain that has developed financial software  since 2012. We have two featured products: an API to extract bank transactions  and a clone of Mint, which uses the API.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>API for Banking</strong><br>Our API standardizes the way an application can extract information  from any bank account. We’re describing how it works, with some examples.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/morpheus-aiolos.html,http://finovate.com/findevrsf14vid/logos/morpheus_aiolos.jpg,http://agregadorfinanciero.com/,//fast.wistia.net/embed/iframe/e5ulxhf83b,http://embed.wistia.com/deliveries/eb439b27e0464f91977511099444424f49a2adab.jpg
Visa,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://developer.visa.com"" target=""_blank"">developer.visa.com</a><br>
                  <strong>Blog: </strong><a href=""http://developer.visa.com/blog"" target=""_blank"">developer.visa.com/blog</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/VisaDeveloper"" target=""_blank"">@VisaDeveloper</a><strong><br>
                  Presenters:</strong> M. Tad Tilahun (VP, Product Development),<br>
                  Alan Johnson (Sr. Dir., Digital Developed Markets)</p>
                ","                    The Visa Developers program provides a broad array of tools, services  and resources from both Visa and its subsidiary brands to help developers  create seamless, multi-channel payment solutions.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>The Future of Commerce</strong><br>                      Learn how Visa is supporting the creation of new, innovative commerce  solutions by enabling developers, mobile network operators, device and platform  operators to easily connect to Visa’s network through new open payment APIs and  SDKs.</p>                    <p><span class=""title2"">Workshops</span></p>                    <p><strong>Visa Checkout API-less Web Integration</strong><br>Implement your own instance of Visa Checkout on a website and get  started with the Sandbox, adding requirement elements to a cart page,  receiving/decrypting a payload, and updating with a pixel. Learn how simple it  is to implement Visa Checkout on a website without making a single API call.</p>                    <p><strong>Visa Checkout Android SDK Integration</strong><strong> </strong><br>                      Add Visa Checkout support to  your app using our Android SDK. Learn how easy it is to configure your app for  Visa Checkout, as well get a payload and perform an update via our API.</p>                    <p><strong>Apple Pay Integration with Authorize.Net &amp;   CyberSource</strong><u></u><u></u><br>                      Add  Apple Pay to your app using our iOS SDK. Plus,  see the steps to configuring your account for Apple Pay as we build a sample  application and also talk about our underlying API support for Apple Pay.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/visa.html,http://finovate.com/findevrsf14vid/logos/Visa.jpg,http://developer.visa.com/,//fast.wistia.net/embed/iframe/4s2s1ytuas,http://embed.wistia.com/deliveries/570e076985a40be53437e06828930172901e7aeb.jpg
Bionym,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://getnymi.com"" target=""_blank"">getnymi.com</a><br>
                  <strong>Blog: </strong><a href=""http://getnymi.com/blog"" target=""_blank"">getnymi.com/blog</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/nymiband"" target=""_blank"">@nymiband</a><strong><br>
                  Presenter:</strong> Balaji Gopalan (Director, Platform)</p>
                ","                    Toronto-based Bionym is a  team of experts in cryptography, biometrics and security. Our first product is  the Nymi, a wearable device that enables the user to authenticate once via  unique cardiac rhythm and securely and seamlessly assert Persistent Identity to  any system.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Here  I Am: Revolutionizing FI and Banking Experiences with Persistent Identity and  the Nymi</strong><br>                      Balaji  presents the Nymi Persistent Identity vision and User flow and reviews the key  aspects of the SDK and Developer offering. In addition, he proposes and  inspires discussion on select use cases in FinTech where the Nymi can improve  engagement, security and customer satisfaction.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/nymi.html,http://finovate.com/findevrsf14vid/logos/nymi.jpg,http://getnymi.com/,//fast.wistia.net/embed/iframe/x0e0egn34p,http://embed.wistia.com/deliveries/40772cb4b2fc2e1f91b742900afcd6a4284ee866.jpg
Intuit Partner Platform,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://developer.intuit.com"" target=""_blank"">developer.intuit.com</a><br>
                  <strong>Blog: </strong><a href=""http://developer.intuit.com/blog"" target=""_blank"">developer.intuit.com/blog</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/ippdev"" target=""_blank"">@ippdev</a><strong><br>
                  Presenter:</strong> Avi Golan (VP &amp; GM, Intuit Partner Platform)</p>
                ","                    The  Intuit Partner Platform (IPP) is an open platform that enables developers to  integrate with rich financial and transactional data through REST-based APIs  and offers unparalleled reach to millions of small businesses through Intuit  Apps.com.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>The Small Business Opportunity</strong> <br>The  importance of small business to the global economy can’t be denied. With 600  million small businesses worldwide, the opportunity to drive their success is  huge. Reach millions of small businesses by developing for Intuit QuickBooks  Online, an open platform for developers that taps into the power of QuickBooks  and the cloud. With partners from Square to American Express to Vend, QuickBooks  Online allows Intuit and its ecosystem to simplify the business of life for  millions of small businesses.</p>                    <p><span class=""title2"">Workshop</span></p>                    <p><strong>Intuit’s Financial Data APIs: Getting Started  With the Best Platform to Connect to Small Business and Consumer Financial Data</strong> <br>QuickBooks  Online (QBO) has the largest small businesses audience in the world and the QBO  API opens up this valuable market to partners and developers like you. The  Customer Account Data (CAD) API is the same API that powers Mint.com giving you  access to transaction data from over 19,000 financial institutions. In this  session we will review the QBO and CAD APIs. </p>                    <p>This  session is best for developers looking to serve small businesses and accountants.</p>                    <p><strong>Key Takeaways:</strong></p>                    <ul type=""disc"">                      <li>What the QBO Platform offers to you as a       partner and developer</li>                      <li>How to start integrating with the CAD API       so you can get started quickly</li>                    </ul>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/intuit.html,http://finovate.com/findevrsf14vid/logos/Intuit_Partner_Platform.jpg,http://developer.intuit.com/,
Tradier,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://tradier.com"" target=""_blank"">tradier.com</a><br>
                  <strong>Blog: </strong><a href=""http://blog.tradier.com"" target=""_blank"">blog.tradier.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/tradier"" target=""_blank"">@tradier</a><strong><br>
                  Presenters:</strong> Dan Raju (CEO &amp; Chairman)<strong></strong>, Craig  Russell (SVP, Product &amp; Chief Evangelist)</p>
                ","                    Tradier is a financial  services cloud provider that offers a groundbreaking solution to serve platform  providers, developers and investors. The Tradier solution features an  innovative set of fully hosted APIs, modules and ""out of the box""  tools that are leveraged by a growing list of providers.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>An API Like Never Before – Do What Matters and  the Rest Is Already Done</strong><br>Have you ever tried to  build a financial market app? It is painful and just about impossible. Too many  data, trading, platform and process barriers. Tradier has done all that heavy  lifting for you. An API that abstracts the pain and delivers the gain.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/tradier.html,http://finovate.com/findevrsf14vid/logos/Tradier.jpg,http://tradier.com/,//fast.wistia.net/embed/iframe/4tsz6cn5dq,http://embed.wistia.com/deliveries/554a2e85e920ec6ad4b475a1772914d354d7c54a.jpg
Prudena,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://prudena.com"" target=""_blank"">prudena.com</a><strong><br>
                  Presenter:</strong> Charlie Strout (CEO &amp; Founder)</p>
                ","                    Prudena is a subscription-based online community and web-based toolkit  dedicated to assisting value investors with financial analysis. By taking  advantage of Prudena’s automated financial statement analysis tools, investors  reduce the time it takes to perform high-quality fundamental research.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Prudena: Automating Financial Statement  Analysis</strong><strong> </strong><br>Charlie Strout founded Prudena when – after graduating from Columbia  Business School – he decided performing fundamental equity analysis was too  labor intensive. The presentation discusses how he was able to leverage  existing APIs to develop Prudena's analysis tools and publish his own API.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/prudena.html,http://finovate.com/findevrsf14vid/logos/Prudena.jpg,http://prudena.com/,//fast.wistia.net/embed/iframe/rzk94aiid2,http://embed.wistia.com/deliveries/6ccf8123468bd35193934466048112df1a208bbd.jpg
BCL Technologies,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://bcltechnologies.com/financial"" target=""_blank"">bcltechnologies.com/financial</a><strong><br>
                  Presenters:</strong> Bob Krumwiede (Director, Bus. Dev.), Hassan  Alam (CEO &amp; CTO)</p>
                ","                    BCL Technologies develops API’s for Financial Text Extraction that  unlock Big Data in unstructured documents and websites, enabling FinTech  Developers to easily extract structured Financial Triplets from any source.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Unlocking Financial Text</strong><br>Explore the different use cases for BCL’s Financial Data Extraction  API’s for unstructured text, to generate structured data Triplets.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/bcl.html,http://finovate.com/findevrsf14vid/logos/BCL.jpg,http://bcltechnologies.com/financial,//fast.wistia.net/embed/iframe/31m0zjuxiv,http://embed.wistia.com/deliveries/a324befcc28d1dc98c125e76111839c0d9162cf0.jpg
Eshta,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://eshtaholdings.com"" target=""_blank"">eshtaholdings.com</a><strong><br>
                  Presenter:</strong> Catalin Braescu (CEO)</p>
                ","                    Eshta  develops and operates Eshtapay as a financial platform that can act as an online  payment system, e-wallet, escrow system, and self-service payment terminal  back-end. Eshtapay (due to its very flexible architecture) is a Swiss-Army  knife for the online banked and unbanked alike.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Eshtapay: The Financial Swiss-Army Knife</strong><br>Eshtapay  is directly operated in Ukraine and Egypt and also used online from Dubai to  France to power self-service payment kiosks, service vending machines, service  marketplaces, and ATMs. With less than 6 months time to market for deployment,  Eshtapay exhibits remarkable versatility and efficiency.</p>                    <p><span class=""title2"">Workshop</span></p>                    <p><strong>Eshtapay: 80M People Market Case Study</strong><br>Eshta CEO  Catalin Braescu is offering a detailed break down of the customization and  deployment of Eshtapay for the 80-million-person Egyptian market. Expect a colorful  presentation, Indiana Jones situations, breakneck deadlines, and a Hollywood  happy ending!</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/eshtapay.html,http://finovate.com/findevrsf14vid/logos/Eshtapay.jpg,http://eshtaholdings.com/,//fast.wistia.net/embed/iframe/j2fzecprwa,http://embed.wistia.com/deliveries/45df923da7af5173b9f0f3f94e7aae14cbf7e280.jpg
Forte Payment Systems,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://forte.net"" target=""_blank"">forte.net</a><br>
                  <strong>Blog: </strong><a href=""http://forte.net/blog"" target=""_blank"">forte.net/blog</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/fortepayments%20"" target=""_blank"">@fortepayments</a><strong><br>
                  Presenter:</strong> Jeff Thorness (CEO, Founder &amp; President)</p>
                ","                    Forte Payment Systems empowers developers to build  secure and innovative electronic payment solutions for all platforms whether  online, at a physical POS or on the road.  Able to provide the modern,  robust and powerful options that large companies demand, along with the ease of  use, simplicity and affordability for the smallest of operations, Forte  redefines the notion of flexibility and scalability.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Professional  Payments Made Easy: Developer to Developer<br>                    </strong>Enable  payments into your application with Forte’s full range of enterprise-class  services. Our modern and professional RESTful APIs have been implemented to  simplify integrations, yet keep power and flexibility for developers to build  massively scalable and distributed payment-enabled solutions.</p>                    <p><span class=""title2"">Workshop</span></p>                    <p><strong>Forte  Payment APIs – Deep Dive</strong><br>                      This  hands-on workshop is focused on integration using Forte.js, Forte Checkout and  Forte’s REST-based APIs. We also discussed our SDKs, which make integration  using today's most popular development languages and mobile OS a snap<strong>.</strong>                    </p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/forte.html,http://finovate.com/findevrsf14vid/logos/forte.jpg,http://forte.net/,
CrowdCurity,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://crowdcurity.com"" target=""_blank"">crowdcurity.com</a><br>
                  <strong>Blog: </strong><a href=""http://blog.crowdcurity.com"" target=""_blank"">blog.crowdcurity.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/tradier"" target=""_blank"">@crowdcurity</a><strong><br>
                  Presenter:</strong> Jacob Hansen (CEO &amp; Co-Founder)</p>
                ","                    CrowdCurity is a web security  marketplace. We connect businesses with security testers. We do bug bounty programs  as-a-service. Bitcoin First.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>How  to Invite Hackers to Your Website</strong><br>Too many websites are being exploited,  and we need to rethink web security. The best way to stay secure and ahead of  the bad guys is to invite good white-hat hackers to test your security. We have  made it easy to connect businesses to a crowd of security researchers.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/crowdcurity.html,http://finovate.com/findevrsf14vid/logos/crowdcurity.jpg,http://crowdcurity.com/,//fast.wistia.net/embed/iframe/renkyn9wlf,http://embed.wistia.com/deliveries/13f81f9b9805c6bc707327682006556730726aa4.jpg
Cloud Lending,2014,San Francisco,,,,,,"","<p><strong>Website: </strong><a href=""http://cloudlendinginc.com"" target=""_blank"">cloudlendinginc.com</a><br>
                  <strong>Blog: </strong><a href=""http://cloudlendinginc.com/lending-blog"" target=""_blank"">cloudlendinginc.com/lending-blog</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/cloudlending"" target=""_blank"">@cloudlending</a><strong><br>
                  Presenter:</strong> Darpan Saini (CTO &amp; Co-Founder)</p>                ","                    Cloud Lending is an enterprise cloud lending solution provider. Our  agile solutions are designed to empower lending businesses to simplify business  processes, stay compliant and be future ready.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>Cloud Lending – Enterprise Lending Software</strong><br>                      Cloud Lending products enable financial institutions to achieve scale  and flexibility by moving the core back office to the cloud. Why did we choose  Salesforce? The results that have been achieved by our customers using  applications built on the Force.com platform – three-digit growth every  quarter.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/cloudlending.html,http://finovate.com/findevrsf14vid/logos/CloudLending.jpg,http://cloudlendinginc.com/,//fast.wistia.net/embed/iframe/nlqvju7pkz,http://embed.wistia.com/deliveries/fd0666407b3aaca4b8315e197475142c27dd8ad9.jpg
OnDeck,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://ondeck.com"" target=""_blank"">ondeck.com</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/ondeckcapital"" target=""_blank"">@ondeckcapital</a><strong><br>
                  Presenters:</strong> Pamela Rice (SVP, Technology), Miranda  Lanzillotti (Mktg Communications Mgr)</p>                
                ","                    Launched in 2007, OnDeck uses data aggregation and electronic payment  technology to evaluate the financial health of small and medium sized  businesses to efficiently deliver capital to a market underserved by banks. Its  proprietary technology – the OnDeck Score™ – enables small  businesses to obtain affordable loans with a fraction of the time and effort  that it takes through traditional channels. OnDeck’s credit models look deeper  into the health of businesses, focusing on overall business performance, rather  than the owner’s personal credit history.                     As  a leading direct lender of small business loans, OnDeck has deployed more than  $1 billion in capital nationwide.                    <p><span class=""title2"">Presentation</span></p>                    <p><strong>OnDeck Lending API's – Frictionless, Extensible,  Powerful</strong><strong> </strong><br>The OnDeck Score evaluates thousands of data points – from cash flow  to public records to social data – to more accurately and efficiently assess  business health and deliver capital in as fast as 24 hours. </p>                    <p>Pamela Rice, OnDeck’s SVP of Technology, is discussing how the OnDeck  platform provides a critically needed mechanism for financial institutions and  other business service providers to efficiently reach the Main Street small  business market. </p>                    The  company has several APIs, which provide powerful, fully integrated lending  capabilities to third party partners, thus allowing for instant pre-qualifications,  pre-approvals and loan applications. Through  a coding and product demo, Pamela demonstrates how both developers and non-developers can interact with  OnDeck’s APIs in a UI sandbox and how to utilize our Salesforce app for  frictionless plug-and-play integration.",,"<span class=""title2"">Presenter Contact &amp; Bio</span>",http://finovate.com/findevrsf14vid/ondeck.html,http://finovate.com/findevrsf14vid/logos/OnDeck.jpg,http://ondeck.com/,//fast.wistia.net/embed/iframe/y0sas2zylb,http://embed.wistia.com/deliveries/8517b800d9e6e0fd5546733e2b0cc4bc47cf4295.jpg
Yodlee,2014,San Francisco,,,,,,,"<p><strong>Website: </strong><a href=""http://interactive.yodlee.com"" target=""_blank"">interactive.yodlee.com</a><br>
                  <strong>Blog: </strong><a href=""http://blog.yodleeinteractive.com"" target=""_blank"">blog.yodleeinteractive.com</a><br>
                  <strong>Twitter: </strong><a href=""http://twitter.com/YIDeveloper"" target=""_blank"">@YIDeveloper</a><strong><br>
                  Presenter:</strong> Joe Polverari (Chief Strategy &amp; Development  Officer)</p>
                ","                    Yodlee Interactive is a driving force behind today’s  FinDat revolution with APIs that empower entrepreneurs, partners, and  developers to power the latest digital financial innovations around the world. Yodlee  Interactive APIs support independent and partner FinApps by providing  authorized access to real-time data for customers’ current bank, credit card,  investment, and loan accounts, as well as bills, insurance, and rewards programs.  Yodlee Interactive APIs are behind hundreds of today’s coolest and most  personalized digital experiences, including Credit Karma, LearnVest, miiCard,  PowerWallet, SavvyMoney, SelfWealth, Xero, and Wave.                      <p><span class=""title2"">Presentation</span></p>                    <p><strong>Demystifying the Yodlee Data<br>                    </strong>What  is the Yodlee platform and what value do the Yodlee Interactive APIs open up to  developers? What are the use cases and killer solutions built with the APIs,  and what data does it enable? What is coming next for developers? We’ve  covered categorization, wealth, and future enhancements in this video.</p>",,"<span class=""title2"">Presenter Contact</span>",http://finovate.com/findevrsf14vid/yodlee.html,http://finovate.com/findevrsf14vid/logos/Yodlee.jpg,http://interactive.yodlee.com/,//fast.wistia.net/embed/iframe/02bb8bafg7,http://embed.wistia.com/deliveries/cab84546740b4962705b99b68b6fc12589c0c8a6.jpg
